HVH_023_0036_0001	雜俎人隰桑思君子 棘薪而思母氏耒耨而感良人 以上植物門出風八雅北雅揚風 小雅近風大雅近頌 自檜無譏惟陳最後風言諷雅言正頌言答 風被於野雅陳於朝頌歌於廟 東為笙角南為龠秦為笙 殷雷言憂小星貎憂凱風思親 湛露宴臣汝墳言志汾沮刺儉。
HVH_023_0036_0002	衡門招隱泮水作人 下武繼文有声繼武 卷阿求賢韓奕錫命惟清訓典烈文奏功 管仲之鄙雉畏簡書也自季之為賢来封非也卻至之辞享歌𦬊莒美于城也武子之宴客賦彤弓答摽梅也道慨天下無王下泉念周京 慨天下無王下泉念周京 慨天下無覇 邶風怀周鄘闈黍離風而穉邱録於邨 許穆風而載馳錄於鄘 以上雜俎門三禮干支王制命官本于易之重甲曲禮主敬協于書之惟寅月令鼓動通于詩之田 以上干支門庚卦名禮之言履禮之言復 人心不孝則蒙為庠序以立師人倫之道不接則離為 其謙、宴享以交賓客 節文謹其度升降習其儀 秩序自昭其井井氣聿著 以上卦名門數目儀禮五十七篇存之者十七禮記百三十一篇存之者四十九 曲禮三千冠以毋
