HVH_026_0017_0001	十七。
HVH_026_0017_0002	韦曰羽虫三百有六十而鳳爲之長毛虫三百又六十而麟爲之長甲虫三百又六十而竜爲之長祼虫三百又六十而人爲之長服也士 主服言公 且廉也帝堯陶唐氏 堯猶堯也至高之貌天道不昭昭至德不堯堯純緇 讀作緇黃收 取收動也辰 舉動應天癸也彤 音同 赤色不剪 以茅覆屋不齊之也樸栭不斲 梅椎實朴而不雕斲也素題不枅篦敷不緣 箄敷音敷春至八斗也魴鮦不爓 魴鮦魚也爓音爓而大輅不巵 大輅天子車也質素而不刻巵越席不緣 蒲草爲席而無蔾藿之羹 以藜藿爲羹而不嫌也土剉 美器也堊 音惡白土也如今白灰之類糲 音糲米一斛舂至八斗也 糲屬也精白曰粢左傳粢食不鑿就之如日 言如日之照臨人咸依之而可愛也望之如雲 言如雲之蜜布人咸望之而甚切也擊壤 音激康衢 五達曰康四達曰衢禾稼 已成粟曰禾未成粟曰稼四岳 官名總四方諸侯之官方命 遄上也命也圮族 圮敗也族善類也荒唐 謂廣大無域也人莫知其子之惡莫知其苗之碩 出大學傳八章下友庶人 舜尚見帝帝館甥于貳室亦來饗帝迭爲賓主出孟子萬章上篇夫夫婦婦而家道正正家而天下定矣 出易風火家人象詳反目 出易風天小畜九三輿脫輻夫妻反目象曰不能正室也瞋怒目相視也惟天爲大惟堯則之 出論語泰
