HVH_018_0038_0001	揆文教於五服之中。
HVH_018_0038_0002	訖聲教於四海之澨、 考百事於庭 設五器於朝 百揆邕而水土胥平 九叙歌而德功不瞀、奏九載弗成之績 建萬世永賴之功 興二學以教倫常 享九土以納貢賦 塗山之玉帛萬重 寰海之聲 耒同訖邦貢惟三服 弼成五 厥中惟一 朕言不再 貢金者九牧逆命者三苗 咸建五長 統率百官 探穴而獲五符 觀河而見六子 惟知九雜 遑計三過 馭克惇夫 族之九命不逆夫旬之三、 式五耜之耕 下十室之邑 一饋十起 一沐三握〇神勞五嶽形 瘦九州 河疏其九 江八以三 決九州而距四海龍岡修六府而則三壤、 封崇九山 決汨九川 陂障九澤 豊殖九藪 汨越九原 宅居九奧、 舟車橇檋 績奏八年 疏淪決排治分兩界、 載乘其四 敵周晝夜而效 顧顛之朱門 過以三敢弛荒度而撫 呱呱之啟 九則墳之四岳佐之 百神之主 萬邦之君、 九州攸同 九山刊旅 九川滌源 三危既宅 三苗丕叙 三藏板采色邦底績、 罔不奠逢 大陸以至、 以上數目門痛黃熊而思金簡 血白馬而請玉書、 得綠字於濁水受黑書於臨洮、 得黃帝之書 師墨如之學 齒則惟黑貢、則有冊、 惠則黎忭 治豈丹愈 慢遊懲惡於丹朱面
