HVH_029_0041_0001	從四維中得來也哉 吾回奎洞去成時述聖子思子詩。
HVH_029_0041_0002	一心傳受儼家風、継帝開王只一中、天地隆汚天地運、日光星朗一中庸、示前二大賢已演三綱四維、吾接吾先賢到壇蘇王將吾先聖諭詞拜呈吾閣罷、見親親而仁民、仁民而愛物之詞、不勝欣幸、今吾演一句、存候吾弟演記之、奉演親親仁民錄、古今傳錄亨集四十一錄兮、夫受二大之精、五行之秀而生者、誰無親親之性乎、葢其受於天者、即吾所謂天命也、孩提無不愛其親、童子無不敬其長、其親親之性、天所命也、乃率性之餘、習染惡業、而愛親之心轉易、紛惡念而敬長之念全亡、所謂道者何道也、親不親、況及於仁民乎、甚矣、世事如梭、人情如石、遂至動吾先聖之悲也、吾奉讀之下、不覺心憂、憂吾道之失其傳也、吾中庸徒虛置也、今吾承先聖命撰錄、吾錄古之帝王、帝堯、嬀汭、
