HVH_019_0074_0001	已上 曾晳魯人少六歲 顔路魯人少六歲 有若魯人少三十六歲 史記作少十三歲。
HVH_019_0074_0002	子賤魯人少四十歲 子羽武城人少四十九歲 史記作少三十九歲 原思宋人少三十六歲南容魯人少二十歲 史記作少三十六歲 巫馬期陳人少三十歲 季羔衛人少四十歲 樊遲魯人少四十六歲 史記作少三十六歲 陳亢陳人少四十歲漆雕開蔡人少十一歲 冉孺魯人少五十歲 梁鱣魯人少二十九歲 顔幸魯人少四十六歲 商瞿魯人少二十九歲 伯虔少五十歲已下 曹卹蔡人少五十歲 公孫龍衛人少五十三歲 秦商魯人少四歲 叔仲會魯人少五十歲 顔刻魯人少五十歲 顔何魯人少三十歲郜鬲 藏板陳人少三十歲
