HVH_031_0053_0001	罪及明知冤枉、而拘忌權勢、執泥舊案、不與申雪、俱炤上同論、無心錯斷者減半。
HVH_031_0053_0002	放人燒人房舍林木為百過、傷人一命為三百過、居上官輕壞卑職、一人為五十過、為民除貪暴者非過、殺降屠城者、一人百過、以平民作俘者、一人為五十過、非法用刑、一用十過、無罪笞人、一下為一過、私家責婢僕同論、掘地遇塚而棄其骨者、一塚百過、平其塚者、一塚為五十過、營葬而損壞他家風水者為百過、見人富貴願他貧賤、人失利各生歡喜心為五過、見鰥寡孤功過格校編 太微仙君格 五十一獨窮民、力能施濟、而忍坐視者、一人為一過、屬在親族者、一人為五過、欺弄殘疾及癡獃人、老人、小兒者、一人為十過、一言為五過、或有損害為二十過、關係親友為三十過、窮人乞食不與、一人為一過、反加斥辱、倍論、役使人夫、至力疲不矜其苦者、一時為一過、反加鞭笞、一下為一過、畜減半、損壞道路及義井涼亭橋梁渡船等、一事為十過、殺耕牛者、一牛為二十過、殺有力報人之畜、一命為五過、殺微畜、一命為一過、殺極微命、十命為一過、為入藥而害物
