HVH_021_0025_0001	相絶秦	欒賓傳桓叔荀息傳矣齊潘父弑昭侯莊伯弑孝侯、韓之先與周同姓自韓原封三世而有韓厥趙之先與秦共祖自趙成賜五世而生趙夙、	靈輒倒戟以耐宣子之恩老人結草以報魏顆之德、	孤哭敬子以忠介推與母偕隠士會將中軍用善也原軫將中軍上德也、	祁勝通即臧之室先克奪蒯得之田	卻至獻捷鄢稱其伐范文還師不敢受名。
HVH_021_0025_0002	平鄭以私怨而謀乱國荀寅為下卿而干上令、	覔鬼恃勇趙羅無勇	辞中軍之位曰伯游長請荀偃之後日鄭埸可龍岡藏板輩伯未有職司武子講求典禮、	以上人品門数目	六官之長皆民譽三帥以下皆賜服、	韓賦七邑皆成縣也羊舌四族皆强家也	不臣七人悼公逐之欒𢙣十子宣子殺之三子自從乎術六卿帥師伐秦、	肸之宗十一族書之佐十人	四軍無闕六卿更奢	兩軍未憖三帥不獲	六人分溧以同之三卿為主調眾矣。
HVH_021_0025_0003	韓萬御戎梁五耦福	子人九行成庚陽五作乱	萬其後有魏國五亦雙於厲公、	魯叔孫獲其五善鄭大叔贈以九言	士會諫君而進也三胥臣貴縣而命也再、	輩朝降卿禮一等靈輒官公復三年
