HVH_031_0094_0001	吾幼力學數考未入、雖無功名之外、而書中道理、亦自通曉。
HVH_031_0094_0002	這等看來、人人雖讀聖賢之書、何嘗體聖賢之道、我自今情願受教導、依的樣做、望賢婿時時提撕、處處指點、我縱不能做出功來、但得少過、也不枉今生為人一世、就死也安心、即日把囊袋做起、時刻檢點、不敢放曠、一日女婿出遊、心德行至木橋上、橋板不穩、幾乎跌倒、急忙尋些石頭塞穩、恐驚跌後來之人、音夫曰、岳父何不拈黃豆記功、心德曰、此小事何足為功、音夫曰、此不但存一點好心、且已行出了好事、何得功過格校編石音夫格九十三為小而不記功、心德遂悟、曰、看起來、絲毫是功、則必絲毫是過了、從此一言一行、常若鬼神在側、日夜之間、真有帝天鑒臨、戰戰兢兢、屬景象、一日、心德誤在神廟前瀉屎、即大驚曰、汙穢神明、吾之罪也、忙取黑豆投囊記過、隨便悔改、又一日、見他人牛食人禾苗、心德急忙逐去、將牛牽上田塍、纔𠽤牛主賠你、田主曰、牛雖吃了、他自然會發生、那敢要你老人家賠、遂揖拜送回、心德乃以黃豆一顆入中袋記功、音夫見岳父
