HVH_031_0048_0001	者加論若不報君父仇者非功。
HVH_031_0048_0002	許友不負然諾、一事爲一功、事大加論、不負財物寄托、千錢爲一功、不負托妻寄子、百功、富貴人能念親故、常加問餽往來、使貧賤有光者、一事爲一功、能救濟貧乏之周旋患難者、一事爲十功、薦舉親故俊秀、第一人爲十功、受謝非功、地方公事、出言造福、出力任勞、小事爲十功、大事爲百功、敬畏第六存想天神、謹凛幽獨、一日爲一功、敬事神明祖先、或豫爲功過格校編太微仙君格四十六齋戒或臨時誠謹、俱爲二功、遇烈風迅雷、及種種天變、能恐懼修省者、一時爲一功、拾路遺字紙火化、百字爲一功拾路遺米飯、百粒爲一功、從穢中取淨、投諸水火者、一字一功、護持僧道、一人爲十功、護及不肖者非功、建修廟宇寺院供器、及裝造寶像、施香油燈燭等、富者費千錢爲一功、貧者百錢一功、極貧者十文爲一功、念佛千聲、礼懺百拜、誦經一卷、俱一功、若延僧道作福者減半、至心聽誦正法經文者、一日爲一功、對達尊起敬、一人爲一功、
