HVH_019_0068_0001	以上宰我家累千金越罛百鎰 瑚璉成三代之噐駟驂增四國之光。
HVH_019_0068_0002	執玉可决夫二君捧土何煩夫両手 以上子貢 從師遲以五日足民待以三年 守惟一子敬堂二厓 以上冉有 受敎則禮降再拜免厄則曲奏三終 臨別贈言告以慎者五入境知政稱其善者三 見其二子行宇三軍 隊當其一都墮其三 山梁興逸共忽聞夫嗅之三溝瀆民勞饋豈煩夫壺之一 居魯而員未百里遊楚而積粟萬鍾三年定知方之略千乘表治賦之才 以上子路 起窮其五罪數其三四時當五穀昌六律正五聲和 辨淫音於四國究聖德於三王詞難贊一板已斬三 以上子夏 三年之服既除和聲鳴豫七日而君不龍岡 藏板禮託故長辭 六事奉敎於君子十世窮禮於先王問政則告以力此二者問仁則對以行此五者 以上子張 三遷三踊再問再窮四寸五寸識聖人之心七乘五乘介晏子之儉 三十年晏子曾譏失禮之三四十歲商瞿莫答有子之五 以上有若 聞陽畫之道有二異孔蔑之亡者三 杜漸遏請奏之三送行言釣道之二 仕有所得者三賢而爲師者五 近史有二人之請求賢推百福之宗 十一人友以事十六篇著其書 百姓化其欺五年言其要 以上子賤 四宗則禮窮異代一法則政本太公 子魚 奉二親而居處友朋相両君而其容雋雅 子華三刻諭溝建功清役一言用命者緒齊郊 樊遲 以上數目門
