HVH_019_0071_0001	（雜組）顏淵 耘瓜而得罪於父當明大杖則逃蒸梨而逐出其妻甘守終身不取。
HVH_019_0071_0002	負薪痛母易簀示人（曾子）騫季音惟取其實喻柳若盡慎於財（子思）念單寒於兄弟恩怨蔾藿衣登美富之門牆漸除菜色（閔子）明報魄之栗（以上宰我）當累祖之日惟食藿之年 筦祭義於君萬取社義於戰善已見於境之無菜 啜菽養親治蒲行政（以上子路）問服而對公叔木受學則友文子蘭（子游）與善人居如入芝蘭之室立小子教當知草木之區作罟父之宰慕柳下之風（以上子夏）牆已生茨冠惟織楮 華冠高閣巷之風黎杖待軒車之客 蓬戶甕牖桑梅尾樞（以上原思）憂其樹可知龍岡 廟之存犯人禾豈必道之買（子羔） 以上植物門（藏板）為仁而問其目得善則服其膺 祗悔能无允占元吉坐忘自得默驗心齋（以上顏淵）父則有門之倚母則有牆之踰 身體則簿其養眉壽則嘉其行 曾致以邑則辭齊聘為卿非受 傳大學之書授孝經之旨（以上曾子）心之精神謂聖遺訓諄諄人之鬚髮鬚鬣何關正言謗讟 為善亦敵人知求容非其心樂（以上子思）齋居問政教德宜臺而法宜詳匡坐審經綸令不再而刑不用（閔子）承祭見賓請事斯語禮齊德教貴盡其心（仲弓）尚辭通尚理之原貌取鑒取人之失（宰我）分庭以禮之得門或寡矣 智足方人敏能億事 問禮得制中之道
